published_data.originalid,published_data.originaltraitname,published_data.originaltraitdef,published_data.standardisedtraitname,published_data.standardisedtraitdef,published_data.originaltraitvalue,published_data.originaltraitunit,published_data.originalerrorpos,published_data.originalerrorneg,published_data.originalerrorunit,published_data.standardisedtraitvalue,published_data.standardisedtraitunit,published_data.standardisederrorpos,published_data.standardisederrorneg,published_data.standardisederrorunit,published_data.replicates,published_data.habitat,published_data.labfield,published_data.arenavalue,published_data.arenaunit,published_data.arenavaluesi,published_data.arenaunitsi,published_data.ambienttemp,published_data.ambienttempmethod,published_data.ambienttempunit,published_data.ambientlight,published_data.ambientlightunit,published_data.secondstressor,published_data.secondstressordef,published_data.secondstressorvalue,published_data.secondstressorunit,published_data.timestart,published_data.timeend,published_data.totalobstimevalue,published_data.totalobstimeunit,published_data.totalobstimevaluesi,published_data.totalobstimeunitsi,published_data.totalobstimenotes,published_data.resrepvalue,published_data.resrepunit,published_data.resrepvaluesi,published_data.resrepunitsi,published_data.locationtext,published_data.locationtype,published_data.originallocationdate,published_data.locationdate,published_data.locationdateprecision,published_data.coordinatetype,published_data.latitude,published_data.longitude,published_data.interactor1,published_data.interactor1common,published_data.interactor1wholepart,published_data.interactor1wholeparttype,published_data.interactor1number,published_data.interactor1kingdom,published_data.interactor1phylum,published_data.interactor1class,published_data.interactor1order,published_data.interactor1family,published_data.interactor1genus,published_data.interactor1species,published_data.interactor1stage,published_data.interactor1temp,published_data.interactor1tempunit,published_data.interactor1tempmethod,published_data.interactor1growthtemp,published_data.interactor1growthtempunit,published_data.interactor1growthdur,published_data.interactor1growthdurunit,published_data.interactor1growthtype,published_data.interactor1acc,published_data.interactor1acctemp,published_data.interactor1acctempnotes,published_data.interactor1acctime,published_data.interactor1acctimenotes,published_data.interactor1acctimeunit,published_data.interactor1origtemp,published_data.interactor1origtempnotes,published_data.interactor1origtime,published_data.interactor1origtimenotes,published_data.interactor1origtimeunit,published_data.interactor1equilibtimevalue,published_data.interactor1equilibtimeunit,published_data.interactor1size,published_data.interactor1sizeunit,published_data.interactor1sizetype,published_data.interactor1sizesi,published_data.interactor1sizeunitsi,published_data.interactor1denvalue,published_data.interactor1denunit,published_data.interactor1dentypesi,published_data.interactor1denvaluesi,published_data.interactor1denunitsi,published_data.interactor1massvaluesi,published_data.interactor1massunitsi,published_data.interactor2,published_data.interactor2common,published_data.interactor2kingdom,published_data.interactor2phylum,published_data.interactor2class,published_data.interactor2order,published_data.interactor2family,published_data.interactor2genus,published_data.interactor2species,published_data.interactor2stage,published_data.interactor2temp,published_data.interactor2tempunit,published_data.interactor2tempmethod,published_data.interactor2growthtemp,published_data.interactor2growthtempunit,published_data.interactor2growthdur,published_data.interactor2growthdurunit,published_data.interactor2growthtype,published_data.interactor2acc,published_data.interactor2acctemp,published_data.interactor2acctempnotes,published_data.interactor2acctime,published_data.interactor2acctimenotes,published_data.interactor2acctimeunit,published_data.interactor2origtemp,published_data.interactor2origtempnotes,published_data.interactor2origtime,published_data.interactor2origtimenotes,published_data.interactor2origtimeunit,published_data.interactor2equilibtimevalue,published_data.interactor2equilibtimeunit,published_data.interactor2size,published_data.interactor2sizeunit,published_data.interactor2sizetype,published_data.interactor2sizesi,published_data.interactor2sizeunitsi,published_data.interactor2denvalue,published_data.interactor2denunit,published_data.interactor2dentypesi,published_data.interactor2denvaluesi,published_data.interactor2denunitsi,published_data.interactor2massvaluesi,published_data.interactor2massunitsi,published_data.physicalprocess,published_data.physicalprocess_1,published_data.physicalprocess_2,published_data.figuretable,published_data.citation,published_data.doi,published_data.submittedby,published_data.contributoremail,published_data.notes
MTD1724,Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",0.2299,second / 1 individual,,,,0.2299,second / individual,,,,1,marine,lab,0.081656,cubic metre,0.081656,cubic metre,8,direct,celsius,,,,,,,,,,not stated,,,,,not replaced,,not replaced,"Oban, Scotland",,,,0,,56.409,-5.468,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,31600000,entire life (about a year),second,,,,,,,,0.085,meter,body length (mean),0.0049449971,kilogram,2,individual per arena (1),individual,24.4929950034,cubic meter,0.0049449971,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,larvae,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,2770000,whole life (4-60 days),second,,,,,,,,0.025469,meter,body length (point),0.000040938058192059,kilogram,50,individual per arena (1),individual,612.3248750857,cubic meter,0.000040938058192059,kilogram (wet body mass),response time,interaction,ecological event,Fig 1,"Fuiman L.A. 1991. Influence of temperature on evasive responses of Atlantic herring larvae attacked by yearling herring, Clupea harengus L. Journal of Fish Biology 39, 93-102.",http://dx.doi.org/10.1111/j.1095-8649.1991.tb04344.x,Biotraits,null@null.invalid,
MTD1724,Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",0.2475,second / 1 individual,,,,0.2475,second / individual,,,,1,marine,lab,0.081656,cubic metre,0.081656,cubic metre,8,direct,celsius,,,,,,,,,,not stated,,,,,not replaced,,not replaced,"Oban, Scotland",,,,0,,56.409,-5.468,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,31600000,entire life (about a year),second,,,,,,,,0.085,meter,body length (mean),0.0049449971,kilogram,2,individual per arena (1),individual,24.4929950034,cubic meter,0.0049449971,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,larvae,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,2770000,whole life (4-60 days),second,,,,,,,,0.0090554,meter,body length (point),8.672515525981E-7,kilogram,50,individual per arena (1),individual,612.3248750857,cubic meter,8.672515525981E-7,kilogram (wet body mass),response time,interaction,ecological event,Fig 1,"Fuiman L.A. 1991. Influence of temperature on evasive responses of Atlantic herring larvae attacked by yearling herring, Clupea harengus L. Journal of Fish Biology 39, 93-102.",http://dx.doi.org/10.1111/j.1095-8649.1991.tb04344.x,Biotraits,null@null.invalid,
MTD1724,Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",0.2652,second / 1 individual,,,,0.2652,second / individual,,,,1,marine,lab,0.081656,cubic metre,0.081656,cubic metre,8,direct,celsius,,,,,,,,,,not stated,,,,,not replaced,,not replaced,"Oban, Scotland",,,,0,,56.409,-5.468,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,31600000,entire life (about a year),second,,,,,,,,0.085,meter,body length (mean),0.0049449971,kilogram,2,individual per arena (1),individual,24.4929950034,cubic meter,0.0049449971,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,larvae,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,2770000,whole life (4-60 days),second,,,,,,,,0.0090556,meter,body length (point),8.67317636897157E-7,kilogram,50,individual per arena (1),individual,612.3248750857,cubic meter,8.67317636897157E-7,kilogram (wet body mass),response time,interaction,ecological event,Fig 1,"Fuiman L.A. 1991. Influence of temperature on evasive responses of Atlantic herring larvae attacked by yearling herring, Clupea harengus L. Journal of Fish Biology 39, 93-102.",http://dx.doi.org/10.1111/j.1095-8649.1991.tb04344.x,Biotraits,null@null.invalid,
MTD1724,Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",0.3124,second / 1 individual,,,,0.3124,second / individual,,,,1,marine,lab,0.081656,cubic metre,0.081656,cubic metre,8,direct,celsius,,,,,,,,,,not stated,,,,,not replaced,,not replaced,"Oban, Scotland",,,,0,,56.409,-5.468,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,31600000,entire life (about a year),second,,,,,,,,0.085,meter,body length (mean),0.0049449971,kilogram,2,individual per arena (1),individual,24.4929950034,cubic meter,0.0049449971,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,larvae,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,2770000,whole life (4-60 days),second,,,,,,,,0.0122601,meter,body length (point),0.00000275731420730257,kilogram,50,individual per arena (1),individual,612.3248750857,cubic meter,0.00000275731420730257,kilogram (wet body mass),response time,interaction,ecological event,Fig 1,"Fuiman L.A. 1991. Influence of temperature on evasive responses of Atlantic herring larvae attacked by yearling herring, Clupea harengus L. Journal of Fish Biology 39, 93-102.",http://dx.doi.org/10.1111/j.1095-8649.1991.tb04344.x,Biotraits,null@null.invalid,
MTD1724,Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",0.3299,second / 1 individual,,,,0.3299,second / individual,,,,1,marine,lab,0.081656,cubic metre,0.081656,cubic metre,8,direct,celsius,,,,,,,,,,not stated,,,,,not replaced,,not replaced,"Oban, Scotland",,,,0,,56.409,-5.468,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,31600000,entire life (about a year),second,,,,,,,,0.085,meter,body length (mean),0.0049449971,kilogram,2,individual per arena (1),individual,24.4929950034,cubic meter,0.0049449971,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,larvae,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,2770000,whole life (4-60 days),second,,,,,,,,0.009276,meter,body length (point),9.4234142825184E-7,kilogram,50,individual per arena (1),individual,612.3248750857,cubic meter,9.4234142825184E-7,kilogram (wet body mass),response time,interaction,ecological event,Fig 1,"Fuiman L.A. 1991. Influence of temperature on evasive responses of Atlantic herring larvae attacked by yearling herring, Clupea harengus L. Journal of Fish Biology 39, 93-102.",http://dx.doi.org/10.1111/j.1095-8649.1991.tb04344.x,Biotraits,null@null.invalid,
MTD1724,Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",0.3474,second / 1 individual,,,,0.3474,second / individual,,,,1,marine,lab,0.081656,cubic metre,0.081656,cubic metre,8,direct,celsius,,,,,,,,,,not stated,,,,,not replaced,,not replaced,"Oban, Scotland",,,,0,,56.409,-5.468,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,31600000,entire life (about a year),second,,,,,,,,0.085,meter,body length (mean),0.0049449971,kilogram,2,individual per arena (1),individual,24.4929950034,cubic meter,0.0049449971,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,larvae,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,2770000,whole life (4-60 days),second,,,,,,,,0.0094956,meter,body length (point),0.00000102156511086958,kilogram,50,individual per arena (1),individual,612.3248750857,cubic meter,0.00000102156511086958,kilogram (wet body mass),response time,interaction,ecological event,Fig 1,"Fuiman L.A. 1991. Influence of temperature on evasive responses of Atlantic herring larvae attacked by yearling herring, Clupea harengus L. Journal of Fish Biology 39, 93-102.",http://dx.doi.org/10.1111/j.1095-8649.1991.tb04344.x,Biotraits,null@null.invalid,
MTD1724,Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",0.3881,second / 1 individual,,,,0.3881,second / individual,,,,1,marine,lab,0.081656,cubic metre,0.081656,cubic metre,8,direct,celsius,,,,,,,,,,not stated,,,,,not replaced,,not replaced,"Oban, Scotland",,,,0,,56.409,-5.468,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,31600000,entire life (about a year),second,,,,,,,,0.085,meter,body length (mean),0.0049449971,kilogram,2,individual per arena (1),individual,24.4929950034,cubic meter,0.0049449971,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,larvae,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,2770000,whole life (4-60 days),second,,,,,,,,0.0100667,meter,body length (point),0.00000133228411060288,kilogram,50,individual per arena (1),individual,612.3248750857,cubic meter,0.00000133228411060288,kilogram (wet body mass),response time,interaction,ecological event,Fig 1,"Fuiman L.A. 1991. Influence of temperature on evasive responses of Atlantic herring larvae attacked by yearling herring, Clupea harengus L. Journal of Fish Biology 39, 93-102.",http://dx.doi.org/10.1111/j.1095-8649.1991.tb04344.x,Biotraits,null@null.invalid,
MTD1724,Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",0.8518,second / 1 individual,,,,0.8518,second / individual,,,,1,marine,lab,0.081656,cubic metre,0.081656,cubic metre,8,direct,celsius,,,,,,,,,,not stated,,,,,not replaced,,not replaced,"Oban, Scotland",,,,0,,56.409,-5.468,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,31600000,entire life (about a year),second,,,,,,,,0.085,meter,body length (mean),0.0049449971,kilogram,2,individual per arena (1),individual,24.4929950034,cubic meter,0.0049449971,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,larvae,8,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,2770000,whole life (4-60 days),second,,,,,,,,0.012443,meter,body length (point),0.000002912171688611,kilogram,50,individual per arena (1),individual,612.3248750857,cubic meter,0.000002912171688611,kilogram (wet body mass),response time,interaction,ecological event,Fig 1,"Fuiman L.A. 1991. Influence of temperature on evasive responses of Atlantic herring larvae attacked by yearling herring, Clupea harengus L. Journal of Fish Biology 39, 93-102.",http://dx.doi.org/10.1111/j.1095-8649.1991.tb04344.x,Biotraits,null@null.invalid,
MTD1724,Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",0.0066,second / 1 individual,,,,0.0066,second / individual,,,,1,marine,lab,0.081656,cubic metre,0.081656,cubic metre,11,direct,celsius,,,,,,,,,,not stated,,,,,not replaced,,not replaced,"Oban, Scotland",,,,0,,56.409,-5.468,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,11,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,31600000,entire life (about a year),second,,,,,,,,0.085,meter,body length (mean),0.0049449971,kilogram,2,individual per arena (1),individual,24.4929950034,cubic meter,0.0049449971,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,larvae,11,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,2770000,whole life (4-60 days),second,,,,,,,,0.0245443,meter,body length (point),0.0000357158716009852,kilogram,50,individual per arena (1),individual,612.3248750857,cubic meter,0.0000357158716009852,kilogram (wet body mass),response time,interaction,ecological event,Fig 1,"Fuiman L.A. 1991. Influence of temperature on evasive responses of Atlantic herring larvae attacked by yearling herring, Clupea harengus L. Journal of Fish Biology 39, 93-102.",http://dx.doi.org/10.1111/j.1095-8649.1991.tb04344.x,Biotraits,null@null.invalid,
MTD1724,Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",0.0175,second / 1 individual,,,,0.0175,second / individual,,,,1,marine,lab,0.081656,cubic metre,0.081656,cubic metre,11,direct,celsius,,,,,,,,,,not stated,,,,,not replaced,,not replaced,"Oban, Scotland",,,,0,,56.409,-5.468,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,11,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,31600000,entire life (about a year),second,,,,,,,,0.085,meter,body length (mean),0.0049449971,kilogram,2,individual per arena (1),individual,24.4929950034,cubic meter,0.0049449971,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,larvae,11,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,2770000,whole life (4-60 days),second,,,,,,,,0.0288892,meter,body length (point),0.0000651714531312013,kilogram,50,individual per arena (1),individual,612.3248750857,cubic meter,0.0000651714531312013,kilogram (wet body mass),response time,interaction,ecological event,Fig 1,"Fuiman L.A. 1991. Influence of temperature on evasive responses of Atlantic herring larvae attacked by yearling herring, Clupea harengus L. Journal of Fish Biology 39, 93-102.",http://dx.doi.org/10.1111/j.1095-8649.1991.tb04344.x,Biotraits,null@null.invalid,
MTD1724,Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",Consumer Evasion Response Time,"Time taken for a resource to respond (i.e., first body movement) to an attacking predator (times calibrated to quickest response of all resources tested)",0.0381,second / 1 individual,,,,0.0381,second / individual,,,,1,marine,lab,0.081656,cubic metre,0.081656,cubic metre,11,direct,celsius,,,,,,,,,,not stated,,,,,not replaced,,not replaced,"Oban, Scotland",,,,0,,56.409,-5.468,Clupea harengus,atlantic herring,,,,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,juvenile,11,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,31600000,entire life (about a year),second,,,,,,,,0.085,meter,body length (mean),0.0049449971,kilogram,2,individual per arena (1),individual,24.4929950034,cubic meter,0.0049449971,kilogram (wet body mass),Clupea harengus,atlantic herring,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,larvae,11,celsius,inferred (ambient),,,,,,captive bred (at acclimation temperature),10.5,7-14C,2770000,whole life (4-60 days),second,,,,,,,,0.0288895,meter,body length (point),0.000065174,kilogram,50,individual per arena (1),individual,612.3248750857,cubic meter,0.000065174,kilogram (wet body mass),response time,interaction,ecological event,Fig 1,"Fuiman L.A. 1991. Influence of temperature on evasive responses of Atlantic herring larvae attacked by yearling herring, Clupea harengus L. Journal of Fish Biology 39, 93-102.",http://dx.doi.org/10.1111/j.1095-8649.1991.tb04344.x,Biotraits,null@null.invalid,
